domain,sld,tld,is_com,length,has_hyphen,has_digit,token_count,cluster_keyword,exact_match,age_years,true_distance,embedding_distance
prochatguide.com,prochatguide,.com,1,12,0,0,1,chat,0,4.159599564088345,0.1660051128722981,
local-chat-connect.com,local-chat-connect,.com,1,18,1,0,3,chat,0,2.3154794827002156,0.36166784721393036,
chat-bot24.com,chat-bot24,.com,1,10,1,1,2,chat,0,2.7870501709782873,0.36427861127954436,
securechatlive.com,securechatlive,.com,1,14,0,0,1,chat,0,2.313996306606437,0.09490731613157896,
securechat.net,securechat,.net,0,10,0,0,1,chat,0,10.088204909968264,0.6331045804018164,
chat-pro.com,chat-pro,.com,1,8,1,0,2,chat,0,3.2933380825393774,0.12566772329842246,
simple-chat-central.com,simple-chat-central,.com,1,19,1,0,3,chat,0,1.7601049582239487,0.41056804177163647,
easy-chat-team.co,easy-chat-team,.co,0,14,1,0,3,chat,0,5.438628674855824,0.3046871037561316,
chatquick.com,chatquick,.com,1,9,0,0,1,chat,0,1.595989324375377,0.46975230501507487,
chatbot.co,chatbot,.co,0,7,0,0,1,chat,0,3.763382511048327,0.06176055078311393,
trusted-chat-ai.io,trusted-chat-ai,.io,0,15,1,0,3,chat,0,1.024493071304642,0.5179548586497947,
directchat.com,directchat,.com,1,10,0,0,1,chat,0,1.4964391271353525,0.5226533376090997,
lachat.com,lachat,.com,1,6,0,0,1,chat,0,3.7363781813742785,0.13757785502809394,
chatzone.co,chatzone,.co,0,8,0,0,1,chat,0,5.171071642545817,0.34902801356114616,
instantchatapp.com,instantchatapp,.com,1,14,0,0,1,chat,0,3.6796622523420277,0.22108348492591176,
chatai.com,chatai,.com,1,6,0,0,1,chat,0,3.0975486188837213,0.16676507351153874,
fastchatservice24.io,fastchatservice24,.io,0,17,0,1,1,chat,0,2.7713589141996384,0.5437079577182631,
instantchatconnect.com,instantchatconnect,.com,1,18,0,0,1,chat,0,1.3673667442545925,0.13258471235303373,
securechatassist.com,securechatassist,.com,1,16,0,0,1,chat,0,2.1556525280549934,0.26159899585972285,
freechatportal.com,freechatportal,.com,1,14,0,0,1,chat,0,2.5183822659509616,0.2739225817476316,
bestchattoday.net,bestchattoday,.net,0,13,0,0,1,chat,0,6.260583150037054,0.12708778865340367,
truechatworld.co,truechatworld,.co,0,13,0,0,1,chat,0,4.080301871292912,0.44633226459863307,
chicagochat2.io,chicagochat2,.io,0,12,0,1,1,chat,0,1.1527794124199202,0.40665451460312146,
trustedchatmarket.com,trustedchatmarket,.com,1,17,0,0,1,chat,0,4.032757485843967,0.25874742039939497,
smartchat.io,smartchat,.io,0,9,0,0,1,chat,0,2.635177736103451,0.2975446940039543,
chatsmart.com,chatsmart,.com,1,9,0,0,1,chat,0,2.2118887749342515,0.5275314841352572,
freechatworld.io,freechatworld,.io,0,13,0,0,1,chat,0,4.7922775246946525,0.07997333496806558,
freechat.ai,freechat,.ai,0,8,0,0,1,chat,0,6.163222127875023,0.22803590061549087,
topchatbot.com,topchatbot,.com,1,10,0,0,1,chat,0,5.805281295752034,0.4851164224132067,
chatlive.com,chatlive,.com,1,8,0,0,1,chat,0,2.0066556609605333,0.11650536445785326,
localchatassist.co,localchatassist,.co,0,15,0,0,1,chat,0,2.7579084224563077,0.25070915118205434,
elitechatnow.co,elitechatnow,.co,0,12,0,0,1,chat,0,4.050166773214594,0.4953853543270763,
chatnow2.co,chatnow2,.co,0,8,0,1,1,chat,0,5.961529503592342,0.3757977753288887,
chatgroup.io,chatgroup,.io,0,9,0,0,1,chat,0,2.4905297959265624,0.17613573987322761,
chataustin24.com,chataustin24,.com,1,12,0,1,1,chat,0,2.970126706428395,0.1449126813491217,
prime-chat.com,prime-chat,.com,1,10,1,0,2,chat,0,1.709496727163954,0.4953840225972262,
chatcentral.com,chatcentral,.com,1,11,0,0,1,chat,0,1.61975681787199,0.599421624921378,
chatsf.ai,chatsf,.ai,0,6,0,0,1,chat,0,5.406032682516505,0.2629535041943278,
instantchatsite24.com,instantchatsite24,.com,1,17,0,1,1,chat,0,7.491312509889488,0.5141127108073186,
fastchatzone.ai,fastchatzone,.ai,0,12,0,0,1,chat,0,3.179722494334991,0.3350073917271022,
my-chat.com,my-chat,.com,1,7,1,0,2,chat,0,6.0624847375033655,0.12653960088706323,
prochatteam.com,prochatteam,.com,1,11,0,0,1,chat,0,4.124651845066159,0.06910678027708787,
truechatai.co,truechatai,.co,0,10,0,0,1,chat,0,2.2544998384829444,0.3811034869384418,
truechatnow.org,truechatnow,.org,0,11,0,0,1,chat,0,4.124056899840508,0.5787487656277215,
nycchat360.com,nycchat360,.com,1,10,0,1,1,chat,0,8.354680659891208,0.2676667132651881,
topchatteam.com,topchatteam,.com,1,11,0,0,1,chat,0,3.2495105224886744,0.3325257537062828,
topchatservice.com,topchatservice,.com,1,14,0,0,1,chat,0,8.489127214837012,0.3071916525934858,
chat-live.com,chat-live,.com,1,9,1,0,2,chat,0,0.6894596787328765,0.37458245685822,
chattoday.com,chattoday,.com,1,9,0,0,1,chat,0,5.436532788551684,0.16614044635674113,
freechatlive.com,freechatlive,.com,1,12,0,0,1,chat,0,3.4981289538609155,0.0,
primechat.com,primechat,.com,1,9,0,0,1,chat,0,2.774846942219956,0.08818350565310695,
primechatportal.net,primechatportal,.net,0,15,0,0,1,chat,0,3.508036453260467,0.2600417630455278,
chatonline.net,chatonline,.net,0,10,0,0,1,chat,0,1.0074865362637313,0.25333414126700265,
chat-free.com,chat-free,.com,1,9,1,0,2,chat,0,2.9101274203816083,0.3712940846827114,
mychathelp101.net,mychathelp101,.net,0,13,0,1,1,chat,0,4.113472420227559,0.19635145803389656,
localchatteam.com,localchatteam,.com,1,13,0,0,1,chat,0,8.058572461264033,0.05628872261107276,
chateasy1.org,chateasy1,.org,0,9,0,1,1,chat,0,2.432787864384051,0.40242550636856184,
my-chat-solutions.io,my-chat-solutions,.io,0,17,1,0,3,chat,0,2.0439901191697367,0.7002277986606149,
top-chat-site.org,top-chat-site,.org,0,13,1,0,3,chat,0,2.4570114995491608,0.5190420114958276,
chatnyc.com,chatnyc,.com,1,7,0,0,1,chat,0,5.750238145850385,0.0,
chat-nyc.com,chat-nyc,.com,1,8,1,0,2,chat,0,4.044066179135894,0.0816954668756133,
chatsite24.com,chatsite24,.com,1,10,0,1,1,chat,0,2.416073925094937,0.2180438991598769,
chatfree.com,chatfree,.com,1,8,0,0,1,chat,0,4.517507753770322,0.13899937772547521,
expertchatzone.com,expertchatzone,.com,1,14,0,0,1,chat,0,3.5192451817378965,0.49185153087600647,
truechathelp24.com,truechathelp24,.com,1,14,0,1,1,chat,0,5.936899303582163,0.17660816105815255,
chatinstant.com,chatinstant,.com,1,11,0,0,1,chat,0,2.178786659566995,0.28815988500328776,
primechatpro.com,primechatpro,.com,1,12,0,0,1,chat,0,2.7275471133769735,0.0652404755121111,
chatsimple2.com,chatsimple2,.com,1,11,0,1,1,chat,0,2.6240924636190384,0.47781626994373294,
chatservice.net,chatservice,.net,0,11,0,0,1,chat,0,1.3797344196519148,0.5249584458420286,
modernchathelp.co,modernchathelp,.co,0,14,0,0,1,chat,0,3.9656594785552186,0.49047299147228685,
austinchat.com,austinchat,.com,1,10,0,0,1,chat,0,3.883097513288679,0.40572139954589853,
directchatpro.net,directchatpro,.net,0,13,0,0,1,chat,0,3.33031892934879,0.31128457497726725,
chatglobal.com,chatglobal,.com,1,10,0,0,1,chat,0,2.8842004465580637,0.5162235950927366,
freechatbot.com,freechatbot,.com,1,11,0,0,1,chat,0,1.4201713804235039,0.18229728733754244,
onlinechatsite24.com,onlinechatsite24,.com,1,16,0,1,1,chat,0,2.5795444313369362,0.48336839500468487,
chatapp.com,chatapp,.com,1,7,0,0,1,chat,0,2.7030243887103906,0.4558314502130449,
chatteam.com,chatteam,.com,1,8,0,0,1,chat,0,2.0516280290153666,0.0,
prochatsite.com,prochatsite,.com,1,11,0,0,1,chat,0,3.0138808673619235,0.4364780165425484,
elitechatlive.com,elitechatlive,.com,1,13,0,0,1,chat,0,4.23096675441682,0.3852443912371431,
expertchatsolutions.com,expertchatsolutions,.com,1,19,0,0,1,chat,0,10.295547711107446,0.4644592577763617,
chat-prime.io,chat-prime,.io,0,10,1,0,2,chat,0,3.686755074999907,0.27471313931573493,
modernchatapp.com,modernchatapp,.com,1,13,0,0,1,chat,0,3.874940215521039,0.11753989471513616,
global-chat-today.com,global-chat-today,.com,1,17,1,0,3,chat,0,3.175078798748989,0.36176050845628227,
chatsite.com,chatsite,.com,1,8,0,0,1,chat,0,1.0499444634524702,0.14947948817574858,
onlinechat2.io,onlinechat2,.io,0,11,0,1,1,chat,0,3.2677173228167917,0.32884957551470506,
prochatapp.com,prochatapp,.com,1,10,0,0,1,chat,0,3.4422940563394424,0.47182190888570386,
fastchat.com,fastchat,.com,1,8,0,0,1,chat,0,14.555155598054824,0.0,
chatportal.com,chatportal,.com,1,10,0,0,1,chat,0,2.9582072353998057,0.16902787234738148,
chat-bot.com,chat-bot,.com,1,8,1,0,2,chat,0,3.9785936612176798,0.0,
chatpro.com,chatpro,.com,1,7,0,0,1,chat,0,3.2516837469682818,0.4846539715863258,
direct-chat-experts.net,direct-chat-experts,.net,0,19,1,0,3,chat,0,1.6467327567892522,0.5610510558496028,
chatla360.com,chatla360,.com,1,9,0,1,1,chat,0,6.590924906781671,0.11456100467395824,
primechatlive.com,primechatlive,.com,1,13,0,0,1,chat,0,5.213022488023941,0.06387116594279846,
chatmodern.com,chatmodern,.com,1,10,0,0,1,chat,0,5.336762353345784,0.2651107375813165,
trustedchatlive.com,trustedchatlive,.com,1,15,0,0,1,chat,0,1.9239253019185214,0.0772247503827968,
directchathub.com,directchathub,.com,1,13,0,0,1,chat,0,7.703513985886167,0.36914276674808505,
prochathelp.com,prochathelp,.com,1,11,0,0,1,chat,0,1.431738388601548,0.5694141424438215,
modernchatplus.com,modernchatplus,.com,1,14,0,0,1,chat,0,4.72144197576169,0.5782308004712496,
easychatportal.com,easychatportal,.com,1,14,0,0,1,chat,0,12.357626161908232,0.05504309182869077,
chat-sf.net,chat-sf,.net,0,7,1,0,2,chat,0,1.8324945943948692,0.5685871023672492,
expertchatsite.io,expertchatsite,.io,0,14,0,0,1,chat,0,2.3636838661496786,0.11601601014035523,
chattrusted.com,chattrusted,.com,1,11,0,0,1,chat,0,3.524684113483589,0.15858444297040225,
chat-bot2.com,chat-bot2,.com,1,9,1,1,2,chat,0,2.4544792178716057,0.18392136714839172,
simplechat24.com,simplechat24,.com,1,12,0,1,1,chat,0,1.30944311183457,0.029541492451110457,
chatai1.com,chatai1,.com,1,7,0,1,1,chat,0,3.4595474471149337,0.388384260796629,
simplechatconnect.com,simplechatconnect,.com,1,17,0,0,1,chat,0,1.755261365015704,0.5607997405059413,
trustedchatworld.com,trustedchatworld,.com,1,16,0,0,1,chat,0,4.4112383647866205,0.5313546658893094,
prochat.com,prochat,.com,1,7,0,0,1,chat,0,1.912374109511035,0.19717004550227477,
chatassist.com,chatassist,.com,1,10,0,0,1,chat,0,8.4145356341327,0.36010715297708396,
chattoday2.com,chattoday2,.com,1,10,0,1,1,chat,0,2.0751802649796405,0.6587154989897471,
miamichat.com,miamichat,.com,1,9,0,0,1,chat,0,2.7367281205212572,0.1637503435934585,
chat-boston.com,chat-boston,.com,1,11,1,0,2,chat,0,5.409249347300461,0.33910925546881043,
chatpro24.com,chatpro24,.com,1,9,0,1,1,chat,0,1.5864223873017878,0.23224668026611942,
instantchatpro.com,instantchatpro,.com,1,14,0,0,1,chat,0,3.805608732440791,0.5310691465214148,
localchat.com,localchat,.com,1,9,0,0,1,chat,0,7.273849473435396,0.34535213332224063,
chat-network.com,chat-network,.com,1,12,1,0,2,chat,0,1.2655541117351643,0.42377157393789655,
chateasy.com,chateasy,.com,1,8,0,0,1,chat,0,3.7090668242156144,0.20997233889180872,
online-chat24.com,online-chat24,.com,1,13,1,1,2,chat,0,3.880366766239457,0.3764163740931004,
modern-chat.org,modern-chat,.org,0,11,1,0,2,chat,0,5.307355682922537,0.357839188464802,
easychatapp.com,easychatapp,.com,1,11,0,0,1,chat,0,1.580639597188369,0.026701099005861047,
chatmarket101.com,chatmarket101,.com,1,13,0,1,1,chat,0,1.503395222786014,0.3821316150380875,
pro-chat.com,pro-chat,.com,1,8,1,0,2,chat,0,4.541080318532193,0.6172502438691371,
quickchatpro.com,quickchatpro,.com,1,12,0,0,1,chat,0,3.9677167525145873,0.19184292951073986,
simple-chat-group.com,simple-chat-group,.com,1,17,1,0,3,chat,0,3.8585663794731735,0.41997979281463843,
chattop.org,chattop,.org,0,7,0,0,1,chat,0,4.087235913009792,0.26490468611808343,
freechatcentral.net,freechatcentral,.net,0,15,0,0,1,chat,0,2.2077748807897546,0.3536008384517739,
sfchat.com,sfchat,.com,1,6,0,0,1,chat,0,3.816570399961775,0.34369398103227256,
chatelite.org,chatelite,.org,0,9,0,0,1,chat,0,3.9584141741183365,0.18885576538247995,
chataustin.net,chataustin,.net,0,10,0,0,1,chat,0,2.162768576168416,0.4351028786521605,
instantchatteam.com,instantchatteam,.com,1,15,0,0,1,chat,0,10.170228793263867,0.3599912830084142,
chatseattle.com,chatseattle,.com,1,11,0,0,1,chat,0,4.411874926672312,0.0755111246166075,
chatdirect.com,chatdirect,.com,1,10,0,0,1,chat,0,1.624528957866332,0.12449606675152826,
mychat.com,mychat,.com,1,6,0,0,1,chat,0,4.92306923954895,0.07890274170441568,
primechatworld.ai,primechatworld,.ai,0,14,0,0,1,chat,0,1.850009913757304,0.23441630888406062,
localchatbot.co,localchatbot,.co,0,12,0,0,1,chat,0,5.32413768953835,0.34423633677219706,
prochatpro.com,prochatpro,.com,1,10,0,0,1,chat,0,6.653595248214168,0.1321923919917811,
instantchat.co,instantchat,.co,0,11,0,0,1,chat,0,2.02909647748045,0.2840416966575527,
chatboston.com,chatboston,.com,1,10,0,0,1,chat,0,5.918160519455748,0.11982872762076943,
globalchatassist.com,globalchatassist,.com,1,16,0,0,1,chat,0,4.253186880459605,0.4055508759051246,
chatexpert.net,chatexpert,.net,0,10,0,0,1,chat,0,5.437047072841307,0.065981908027969,
quickchatconnect.net,quickchatconnect,.net,0,16,0,0,1,chat,0,10.361280085681717,0.37138003280069676,
trustedchatbot.ai,trustedchatbot,.ai,0,14,0,0,1,chat,0,2.8655695619704167,0.4584002320011309,
prochatassist.com,prochatassist,.com,1,13,0,0,1,chat,0,2.112259655823767,0.4149149465707337,
bestchat.com,bestchat,.com,1,8,0,0,1,chat,0,1.9470031460325534,0.1969156323146259,
chatsecure.ai,chatsecure,.ai,0,10,0,0,1,chat,0,2.0350366509368167,0.6956565783068329,
chat-instant.com,chat-instant,.com,1,12,1,0,2,chat,0,3.170023415172121,0.10809138877851543,
directchatguide.io,directchatguide,.io,0,15,0,0,1,chat,0,4.07426835134347,0.3451671901080712,
localchat2.io,localchat2,.io,0,10,0,1,1,chat,0,3.9196974887920906,0.3230237280684123,
freechatapp2.com,freechatapp2,.com,1,12,0,1,1,chat,0,5.453785471119553,0.10094067083948245,
bostonchat.com,bostonchat,.com,1,10,0,0,1,chat,0,3.3461188940651194,0.3029973357038641,
chatsf360.com,chatsf360,.com,1,9,0,1,1,chat,0,7.941645108424167,0.2994948794085336,
chathelp.com,chathelp,.com,1,8,0,0,1,chat,0,2.832630825254758,0.0,
elitechatai24.com,elitechatai24,.com,1,13,0,1,1,chat,0,16.981109154042343,0.4524872215092446,
quickchatworld.com,quickchatworld,.com,1,14,0,0,1,chat,0,4.832676276184654,0.06529406275671049,
online-chat-site.com,online-chat-site,.com,1,16,1,0,3,chat,0,1.985171813177268,0.5201326989222815,
chatlocal.com,chatlocal,.com,1,9,0,0,1,chat,0,1.7462392947769318,0.13472552191989906,
seattlechat360.com,seattlechat360,.com,1,14,0,1,1,chat,0,4.434804125385265,0.7854397387335561,
modernchatcentral.net,modernchatcentral,.net,0,17,0,0,1,chat,0,2.9035157456492184,0.31245812115953814,
onlinechatbot.com,onlinechatbot,.com,1,13,0,0,1,chat,0,5.0957165591155835,0.27129725009237043,
trustedchatsolutions.com,trustedchatsolutions,.com,1,20,0,0,1,chat,0,4.41029938427027,0.4572368853844434,
onlinechatassist.com,onlinechatassist,.com,1,16,0,0,1,chat,0,3.178160760943872,0.2132200331025665,
chattrue2.com,chattrue2,.com,1,9,0,1,1,chat,0,1.9975546733232918,0.3616135034438957,
quickchatsite.com,quickchatsite,.com,1,13,0,0,1,chat,0,1.3378872160132262,0.24286395519877604,
topchat.com,topchat,.com,1,7,0,0,1,chat,0,2.5398144540098895,0.0,
chat-modern.com,chat-modern,.com,1,11,1,0,2,chat,0,5.550229490782914,0.08360733935475764,
expertchatlive360.org,expertchatlive360,.org,0,17,0,1,1,chat,0,3.7752108916492295,0.6322027465204697,
globalchatpro.com,globalchatpro,.com,1,13,0,0,1,chat,0,1.5723270709603654,0.34574009972521885,
chatsolutions.com,chatsolutions,.com,1,13,0,0,1,chat,0,3.6836663814483743,0.27156775324194593,
truechatpro.com,truechatpro,.com,1,11,0,0,1,chat,0,4.183676593796099,0.22681259738321705,
seattlechat.co,seattlechat,.co,0,11,0,0,1,chat,0,1.9536228844188739,0.18018612248757754,
simplechatbot.net,simplechatbot,.net,0,13,0,0,1,chat,0,3.640915145204609,0.2909571418654074,
instantchatexperts.com,instantchatexperts,.com,1,18,0,0,1,chat,0,3.438121446424649,0.3419790218195669,
chatconnect.org,chatconnect,.org,0,11,0,0,1,chat,0,1.6723299292481475,0.7565959407635894,
truechatteam.com,truechatteam,.com,1,12,0,0,1,chat,0,4.115138192579324,0.2186774552832903,
bestchatconnect.net,bestchatconnect,.net,0,15,0,0,1,chat,0,4.648156622907933,0.3270564250018401,
instantchatzone.io,instantchatzone,.io,0,15,0,0,1,chat,0,6.3587431881948,0.43551244160365665,
chatmiami.com,chatmiami,.com,1,9,0,0,1,chat,0,6.248123828361916,0.23658639311948318,
onlinechat.com,onlinechat,.com,1,10,0,0,1,chat,0,1.4526629353103517,0.0945807757043091,
chatguide2.com,chatguide2,.com,1,10,0,1,1,chat,0,1.8913766989497833,0.403796637709778,
directchat24.com,directchat24,.com,1,12,0,1,1,chat,0,4.5223020184999685,0.22627704135531995,
quickchatlive.com,quickchatlive,.com,1,13,0,0,1,chat,0,4.518913417323527,0.45234016081935524,
primechatsite.com,primechatsite,.com,1,13,0,0,1,chat,0,4.52233571637103,0.2653258319940472,
boston-chat.com,boston-chat,.com,1,11,1,0,2,chat,0,30.0,0.4620285288414991,
local-chat-experts.net,local-chat-experts,.net,0,18,1,0,3,chat,0,4.676426764354781,0.5461113273026705,
online-chat-help.com,online-chat-help,.com,1,16,1,0,3,chat,0,6.562288403412285,0.29816629552668195,
fastchatgroup1.com,fastchatgroup1,.com,1,14,0,1,1,chat,0,5.884966557897983,0.1765112580313164,
chatapp24.com,chatapp24,.com,1,9,0,1,1,chat,0,4.907844045549889,0.5848878700063161,
prochatlive360.io,prochatlive360,.io,0,14,0,1,1,chat,0,2.74790403837099,0.3455530411102829,
globalchatexperts.com,globalchatexperts,.com,1,17,0,0,1,chat,0,5.2350768921057576,0.3773625860895799,
smart-chat-experts.com,smart-chat-experts,.com,1,18,1,0,3,chat,0,2.0882050542928807,0.36417031487925144,
chatchicago.com,chatchicago,.com,1,11,0,0,1,chat,0,2.880341420643354,0.17067098347999052,
nycchat.org,nycchat,.org,0,7,0,0,1,chat,0,2.4812981512304706,0.5185035193357395,
globalchatzone.net,globalchatzone,.net,0,14,0,0,1,chat,0,3.4872884424060078,0.5981208238059249,
globalchatservice.com,globalchatservice,.com,1,17,0,0,1,chat,0,13.313720766084174,0.4204025818232961,
globalchatapp.com,globalchatapp,.com,1,13,0,0,1,chat,0,1.0828981122825192,0.24963000416540454,
onlinechatnow.com,onlinechatnow,.com,1,13,0,0,1,chat,0,5.011604454489708,0.3880955899429555,
chattrue.com,chattrue,.com,1,8,0,0,1,chat,0,1.2615870316002369,0.13834925684399194,
fastchatlive.com,fastchatlive,.com,1,12,0,0,1,chat,0,2.501375750029275,0.24567307043084216,
expertchatassist.com,expertchatassist,.com,1,16,0,0,1,chat,0,6.381290554565255,0.20308356409238884,
quickchatai.com,quickchatai,.com,1,11,0,0,1,chat,0,3.4506686072077306,0.03101299680939791,
directchatassist.com,directchatassist,.com,1,16,0,0,1,chat,0,1.7390746009965006,0.34615301008451965,
onlinechatpro.com,onlinechatpro,.com,1,13,0,0,1,chat,0,2.1615331778064997,0.4072225076164778,
easychat.com,easychat,.com,1,8,0,0,1,chat,0,4.9916107305001916,0.21522118496180553,
expertchat.co,expertchat,.co,0,10,0,0,1,chat,0,2.142085786556212,0.2906110543187739,
chattoday1.io,chattoday1,.io,0,10,0,1,1,chat,0,3.7805713679432267,0.4644096922898394,
my-chat-help.io,my-chat-help,.io,0,12,1,0,3,chat,0,3.4121517497299205,0.2044121012899605,
trustedchat.com,trustedchat,.com,1,11,0,0,1,chat,0,2.2457505621322498,0.05633357634575481,
bestchatteam.com,bestchatteam,.com,1,12,0,0,1,chat,0,12.01753043807331,0.28697191118451393,
chatplus.com,chatplus,.com,1,8,0,0,1,chat,0,4.85666220752897,0.08468620548096122,
trustedchatpro.ai,trustedchatpro,.ai,0,14,0,0,1,chat,0,0.9850276649167456,0.45940036154310304,
globalchatlive.co,globalchatlive,.co,0,14,0,0,1,chat,0,3.713120353895052,0.6685679194734824,
fastchatapp.com,fastchatapp,.com,1,11,0,0,1,chat,0,2.2320671320251697,0.574468503491963,
chatlocal24.net,chatlocal24,.net,0,11,0,1,1,chat,0,5.537039661877388,0.41371003968777353,
simple-chat-guide.com,simple-chat-guide,.com,1,17,1,0,3,chat,0,2.0636733138950394,0.27953146845017496,
lawyers.com,lawyers,.com,1,7,0,0,1,lawyers,1,3.099243765504581,0.0,
lawyers-today.com,lawyers-today,.com,1,13,1,0,2,lawyers,0,4.495120015695956,0.3092476871222084,
lawyersservice.com,lawyersservice,.com,1,14,0,0,1,lawyers,0,5.581475212777764,0.2186079103461853,
modernlawyersassist1.ai,modernlawyersassist1,.ai,0,20,0,1,1,lawyers,0,1.615787018235159,0.5822199889694091,
smartlawyersassist.com,smartlawyersassist,.com,1,18,0,0,1,lawyers,0,2.7163776827955943,0.3022528889619665,
global-lawyers-site.com,global-lawyers-site,.com,1,19,1,0,3,lawyers,0,2.496857180692986,0.3905713936839003,
lawyerssolutions.com,lawyerssolutions,.com,1,16,0,0,1,lawyers,0,2.2434221833576506,0.19524450620910708,
modernlawyersteam.com,modernlawyersteam,.com,1,17,0,0,1,lawyers,0,9.576120427699994,0.3072681343392907,
lawyersexpert.net,lawyersexpert,.net,0,13,0,0,1,lawyers,0,4.233330462203555,0.7363710035725836,
trustedlawyersapp.com,trustedlawyersapp,.com,1,17,0,0,1,lawyers,0,1.5581038908264278,0.2438272271145114,
expertlawyers.com,expertlawyers,.com,1,13,0,0,1,lawyers,0,5.75873117447475,0.42237824389503015,
locallawyersnow.net,locallawyersnow,.net,0,15,0,0,1,lawyers,0,11.86145085894277,0.3632799997356333,
onlinelawyerssolutions.net,onlinelawyerssolutions,.net,0,22,0,0,1,lawyers,0,6.1686447134818225,0.6434202476344438,
fastlawyers.com,fastlawyers,.com,1,11,0,0,1,lawyers,0,1.3342615869383907,0.39167969568544503,
sflawyers.com,sflawyers,.com,1,9,0,0,1,lawyers,0,2.482980259618198,0.015896271086077628,
mylawyerslive.com,mylawyerslive,.com,1,13,0,0,1,lawyers,0,7.100368538363893,0.41304303328014697,
lawyerssecure.com,lawyerssecure,.com,1,13,0,0,1,lawyers,0,2.171456891019466,0.06622481880474891,
lawyerssolutions24.com,lawyerssolutions24,.com,1,18,0,1,1,lawyers,0,4.333136552876798,0.18229224176379838,
quicklawyerslive.com,quicklawyerslive,.com,1,16,0,0,1,lawyers,0,5.284512812763169,0.35235127739010785,
lawyersgroup.com,lawyersgroup,.com,1,12,0,0,1,lawyers,0,1.9037806350600732,0.4881287553796856,
miamilawyers360.net,miamilawyers360,.net,0,15,0,1,1,lawyers,0,3.2036307832056155,0.5111803551080889,
securelawyersnetwork.co,securelawyersnetwork,.co,0,20,0,0,1,lawyers,0,0.47484805798700613,0.29211500857501815,
directlawyers.io,directlawyers,.io,0,13,0,0,1,lawyers,0,1.795650613782139,0.14539784825184515,
simplelawyersai.net,simplelawyersai,.net,0,15,0,0,1,lawyers,0,2.8532511804255245,0.4395400846536075,
lawyersmiami.com,lawyersmiami,.com,1,12,0,0,1,lawyers,0,1.5703995710311274,0.29785343131357195,
lawyerssf2.com,lawyerssf2,.com,1,10,0,1,1,lawyers,0,8.841413679496052,0.3929541828200796,
bestlawyersportal24.com,bestlawyersportal24,.com,1,19,0,1,1,lawyers,0,1.4076408868108334,0.44926826808940723,
lawyersapp.net,lawyersapp,.net,0,10,0,0,1,lawyers,0,2.549693887844193,0.5596100528046754,
