domain,sld,tld,is_com,length,has_hyphen,has_digit,token_count,cluster_keyword,exact_match,age_years,true_distance,embedding_distance,S_k,slope_k,alpha_i,gamma_k,log_price_latent,price_latent,sale_prob,sold,log_price_obs,price_obs
trusted-chat-ai.io,trusted-chat-ai,.io,0,15,1,0,3,chat,0,1.024493071304642,0.5179548586497947,,0.75,-1.675,-0.6501175739321912,1.7301064886461899,-0.24217663667667066,0.7849175200839846,0.10252085466441631,0,,
directchat.com,directchat,.com,1,10,0,0,1,chat,0,1.4964391271353525,0.5226533376090997,,0.75,-1.675,-0.49473024061901816,1.9235553679099413,2.121186862914651,8.341031275932462,0.3739825292989551,0,,
lachat.com,lachat,.com,1,6,0,0,1,chat,0,3.7363781813742785,0.13757785502809394,,0.75,-1.675,0.31343393809594083,1.7731374606436696,2.094849229234268,8.124215983604042,0.3696763465012433,1,1.9719626951889955,7.184764160973433
chatzone.co,chatzone,.co,0,8,0,0,1,chat,0,5.171071642545817,0.34902801356114616,,0.75,-1.675,-0.6091287389650698,1.710303893852892,0.045291358827103445,1.0463326737620446,0.12257202575176229,0,,
instantchatapp.com,instantchatapp,.com,1,14,0,0,1,chat,0,3.6796622523420277,0.22108348492591176,,0.75,-1.675,-0.06907866245332124,1.8482963324098103,1.667596776494456,5.29941679855233,0.3030782200387844,0,,
chatai.com,chatai,.com,1,6,0,0,1,chat,0,3.0975486188837213,0.16676507351153874,,0.75,-1.675,0.40852317927650544,1.8086198507700855,2.2158144947784577,9.168874071166126,0.38961523303734896,1,2.1774431823469675,8.823716757638248
fastchatservice24.io,fastchatservice24,.io,0,17,0,1,1,chat,0,2.7713589141996384,0.5437079577182631,,0.75,-1.675,0.17540994257103387,1.8010544208709351,0.9022905791836091,2.4652434842377526,0.2028790242260386,0,,
instantchatconnect.com,instantchatconnect,.com,1,18,0,0,1,chat,0,1.3673667442545925,0.13258471235303373,,0.75,-1.675,0.0038833271118527877,1.7385025391585307,1.7461245256284115,5.732344020100564,0.3148130323333336,0,,
securechatassist.com,securechatassist,.com,1,16,0,0,1,chat,0,2.1556525280549934,0.26159899585972285,,0.75,-1.675,-0.1571876140902603,1.8080362360361693,1.9438372850620493,6.985504980339461,0.3454016495959208,0,,
freechatportal.com,freechatportal,.com,1,14,0,0,1,chat,0,2.5183822659509616,0.2739225817476316,,0.75,-1.675,0.07077905610718763,1.634589555672932,1.7433548526239984,5.716489267990804,0.3143949784137142,0,,
bestchattoday.net,bestchattoday,.net,0,13,0,0,1,chat,0,6.260583150037054,0.12708778865340367,,0.75,-1.675,0.20203693033143544,1.8175011789427817,1.6877617758561634,5.407364257291232,0.3060679822886951,1,1.6225363969227347,5.065923227090646
truechatworld.co,truechatworld,.co,0,13,0,0,1,chat,0,4.080301871292912,0.44633226459863307,,0.75,-1.675,-0.231313017945164,1.9037799360148844,0.8234572663020953,2.2783631450513684,0.19410097946867869,0,,
chicagochat2.io,chicagochat2,.io,0,12,0,1,1,chat,0,1.1527794124199202,0.40665451460312146,,0.75,-1.675,0.13010760980421654,1.6587657041979436,1.306236238890245,3.692250777462257,0.25244119646954616,0,,
trustedchatmarket.com,trustedchatmarket,.com,1,17,0,0,1,chat,0,4.032757485843967,0.25874742039939497,,0.75,-1.675,0.37745076046954873,1.767457982696489,2.1280959756519207,8.398859943714065,0.37511550868864185,1,2.13668196630265,8.471282943353014
smartchat.io,smartchat,.io,0,9,0,0,1,chat,0,2.635177736103451,0.2975446940039543,,0.75,-1.675,-0.0778673466549504,1.7300288148681557,0.7277281551366448,2.070371697436631,0.1838331444414338,0,,
chatsmart.com,chatsmart,.com,1,9,0,0,1,chat,0,2.2118887749342515,0.5275314841352572,,0.75,-1.675,0.023842997549228098,1.6791156772869709,1.285928276544377,3.618024926554734,0.2497679622622606,0,,
freechatworld.io,freechatworld,.io,0,13,0,0,1,chat,0,4.7922775246946525,0.07997333496806558,,0.75,-1.675,0.16932259190097224,1.6357700463720612,1.8498420164762546,6.358814855265798,0.3306801201328633,0,,
freechat.ai,freechat,.ai,0,8,0,0,1,chat,0,6.163222127875023,0.22803590061549087,,0.75,-1.675,0.19296697563141038,1.7055331266406293,1.8186701615089331,6.163656329911673,0.32586858414544934,1,1.8767719395791052,6.532383860802408
topchatbot.com,topchatbot,.com,1,10,0,0,1,chat,0,5.805281295752034,0.4851164224132067,,0.75,-1.675,0.3074587505494539,1.7806098707690874,1.410017461584799,4.096026926568244,0.2663955452484794,0,,
chatlive.com,chatlive,.com,1,8,0,0,1,chat,0,2.0066556609605333,0.11650536445785326,,0.75,-1.675,-0.35503123459368247,1.8919309638774828,1.457819571083961,4.296580918090508,0.2729857861563086,0,,
localchatassist.co,localchatassist,.co,0,15,0,0,1,chat,0,2.7579084224563077,0.25070915118205434,,0.75,-1.675,-0.18512287583485856,1.6781828392167597,0.6911709944357791,1.9960515304919946,0.1800246778960285,1,0.7336456333437292,2.0826593970781504
elitechatnow.co,elitechatnow,.co,0,12,0,0,1,chat,0,4.050166773214594,0.4953853543270763,,0.75,-1.675,-0.1721575422173788,1.8235514207308965,0.7690496336591196,2.1577146596705603,0.18821276070588072,1,0.7078279433328902,2.0295781089132556
chatnow2.co,chatnow2,.co,0,8,0,1,1,chat,0,5.961529503592342,0.3757977753288887,,0.75,-1.675,-0.31636925780693687,1.8175713269293612,0.8522302045172884,2.344870565713912,0.19727098381251987,1,0.7945443966776311,2.213432319924457
chatgroup.io,chatgroup,.io,0,9,0,0,1,chat,0,2.4905297959265624,0.17613573987322761,,0.75,-1.675,-0.6294448724752352,1.933757036805862,0.7615482007242071,2.1415892652573354,0.18741177988690383,0,,
chataustin24.com,chataustin24,.com,1,12,0,1,1,chat,0,2.970126706428395,0.1449126813491217,,0.75,-1.675,-1.1390676294541977,1.845682517151772,0.5452173307253138,1.7249832334989172,0.16543284536336536,1,0.4089307579034771,1.505207493154614
prime-chat.com,prime-chat,.com,1,10,1,0,2,chat,0,1.709496727163954,0.4953840225972262,,0.75,-1.675,0.4184084491135431,1.8502879594424304,1.026576449054629,2.791492639623552,0.21731260458604193,0,,
chatcentral.com,chatcentral,.com,1,11,0,0,1,chat,0,1.61975681787199,0.599421624921378,,0.75,-1.675,-0.5438625515566399,1.855944031977432,0.9007643447287526,2.4614838144910633,0.2027063041583679,0,,
chatsf.ai,chatsf,.ai,0,6,0,0,1,chat,0,5.406032682516505,0.2629535041943278,,0.75,-1.675,0.5482781943470678,1.7260614387744646,1.353752414073203,3.8719273800001623,0.2587696206172937,0,,
instantchatsite24.com,instantchatsite24,.com,1,17,0,1,1,chat,0,7.491312509889488,0.5141127108073186,,0.75,-1.675,0.25879332101576186,1.7541741981135648,1.3541870148491861,3.8736104883576683,0.2588279768042047,0,,
fastchatzone.ai,fastchatzone,.ai,0,12,0,0,1,chat,0,3.179722494334991,0.3350073917271022,,0.75,-1.675,-0.14199093293218862,1.889349452981659,1.113341558633235,3.0445148406546205,0.22782016378683734,0,,
my-chat.com,my-chat,.com,1,7,1,0,2,chat,0,6.0624847375033655,0.12653960088706323,,0.75,-1.675,0.2157477366851568,1.6359360115204682,1.7857373703830344,5.963975985886301,0.3208248218584288,1,1.6118692839913793,5.012171648690484
prochatteam.com,prochatteam,.com,1,11,0,0,1,chat,0,4.124651845066159,0.06910678027708787,,0.75,-1.675,0.1487966363498025,1.7454151142234295,2.0210736530574565,7.546422825660409,0.3577258232759703,0,,
truechatai.co,truechatai,.co,0,10,0,0,1,chat,0,2.2544998384829444,0.3811034869384418,,0.75,-1.675,-0.3856210270289208,1.69353525905104,0.2904474601676402,1.3370256199034183,0.14225486002786053,0,,
truechatnow.org,truechatnow,.org,0,11,0,0,1,chat,0,4.124056899840508,0.5787487656277215,,0.75,-1.675,-0.0052422207703707365,1.8187395233631418,0.6374916174586459,1.8917297411045209,0.17454446598971907,0,,
nycchat360.com,nycchat360,.com,1,10,0,1,1,chat,0,8.354680659891208,0.2676667132651881,,0.75,-1.675,-0.3429435703895222,1.7662713131751104,1.3568880971121708,3.8840875723043595,0.2591908576452978,0,,
topchatteam.com,topchatteam,.com,1,11,0,0,1,chat,0,3.2495105224886744,0.3325257537062828,,0.75,-1.675,0.22894480075988227,1.8500776379990975,2.0609383344997023,7.853335409632634,0.3641624224568793,1,2.0681149155145024,7.909898228498085
topchatservice.com,topchatservice,.com,1,14,0,0,1,chat,0,8.489127214837012,0.3071916525934858,,0.75,-1.675,-0.2503273331297857,1.7912803871430896,1.1424509888012566,3.13444143890099,0.2314246435782353,0,,
chat-live.com,chat-live,.com,1,9,1,0,2,chat,0,0.6894596787328765,0.37458245685822,,0.75,-1.675,-0.033820337668835326,1.6763126143757063,0.7246728046868105,2.0640556401372523,0.18351246722520953,0,,
chattoday.com,chattoday,.com,1,9,0,0,1,chat,0,5.436532788551684,0.16614044635674113,,0.75,-1.675,-0.048929621653762356,1.6800105888589987,1.3979020012777377,4.046701080938992,0.26474143396370453,1,1.3693478529741494,3.932785104880807
freechatlive.com,freechatlive,.com,1,12,0,0,1,chat,0,3.4981289538609155,0.0,,0.75,-1.675,0.042552650188783736,1.7995161185088733,2.5239010037974086,12.477175357588344,0.4419456872445002,0,,
primechat.com,primechat,.com,1,9,0,0,1,chat,0,2.774846942219956,0.08818350565310695,,0.75,-1.675,0.5818942783899077,1.7383092026213098,2.2244802785173903,9.248674819619328,0.39105879380283864,0,,
primechatportal.net,primechatportal,.net,0,15,0,0,1,chat,0,3.508036453260467,0.2600417630455278,,0.75,-1.675,-0.08433620399957138,1.7573892917778122,1.0694148190150548,2.9136739743989493,0.22245622108271237,0,,
chatonline.net,chatonline,.net,0,10,0,0,1,chat,0,1.0074865362637313,0.25333414126700265,,0.75,-1.675,0.42627449969108033,1.8750732337431293,2.0975706728505092,8.14635569164879,0.37012035404864635,0,,
chat-free.com,chat-free,.com,1,9,1,0,2,chat,0,2.9101274203816083,0.3712940846827114,,0.75,-1.675,0.16799894801726317,1.8607226141493776,1.387378412836167,4.004338558050878,0.2633100045125837,0,,
mychathelp101.net,mychathelp101,.net,0,13,0,1,1,chat,0,4.113472420227559,0.19635145803389656,,0.75,-1.675,0.4964408911128039,1.9438187072461888,1.8361217995792989,6.272166313888661,0.3285578931568212,1,1.8063443188075554,6.088150364791729
localchatteam.com,localchatteam,.com,1,13,0,0,1,chat,0,8.058572461264033,0.05628872261107276,,0.75,-1.675,-0.1184525246851867,1.7746931564207948,1.9852938274140983,7.281186483371195,0.3519920622873205,1,1.9301766469458184,6.890727360020615
chateasy1.org,chateasy1,.org,0,9,0,1,1,chat,0,2.432787864384051,0.40242550636856184,,0.75,-1.675,0.24364768468934883,1.7487082692437708,1.526590432860927,4.602457651376493,0.282643468454355,0,,
my-chat-solutions.io,my-chat-solutions,.io,0,17,1,0,3,chat,0,2.0439901191697367,0.7002277986606149,,0.75,-1.675,-0.020743807910119382,1.8334551171543128,0.20171701275003043,1.2235017237285055,0.13484320573863498,1,0.2552152328221328,1.2907394004619746
top-chat-site.org,top-chat-site,.org,0,13,1,0,3,chat,0,2.4570114995491608,0.5190420114958276,,0.75,-1.675,-1.0462875574071246,1.755136442460802,-0.07226004563764443,0.9302889467713163,0.1139935833999218,0,,
chatnyc.com,chatnyc,.com,1,7,0,0,1,chat,0,5.750238145850385,0.0,,0.75,-1.675,-0.3814452547571664,1.757755110957941,1.5598048530108364,4.757892666107545,0.2873812972246173,0,,
chat-nyc.com,chat-nyc,.com,1,8,1,0,2,chat,0,4.044066179135894,0.0816954668756133,,0.75,-1.675,0.2038319310834631,1.7838318724854532,1.7517814336216246,5.764863255248778,0.3156678174923418,1,1.6311492445527431,5.109743690550986
chatsite24.com,chatsite24,.com,1,10,0,1,1,chat,0,2.416073925094937,0.2180438991598769,,0.75,-1.675,0.18069272069799946,1.9322199164653504,1.9346318760274615,6.921495617873827,0.34394616868063804,1,1.9009722641156162,6.692398058630374
chatfree.com,chatfree,.com,1,8,0,0,1,chat,0,4.517507753770322,0.13899937772547521,,0.75,-1.675,-0.45324208602222316,1.85631726441029,1.124644625582365,3.0791224131279162,0.2292150505702157,0,,
expertchatzone.com,expertchatzone,.com,1,14,0,0,1,chat,0,3.5192451817378965,0.49185153087600647,,0.75,-1.675,0.07712864209330127,1.864705632182228,1.4461279806284284,4.246639569420823,0.27136455097451584,0,,
truechathelp24.com,truechathelp24,.com,1,14,0,1,1,chat,0,5.936899303582163,0.17660816105815255,,0.75,-1.675,0.1761410792839269,1.9286283469446597,2.7129325705004734,15.073414613770577,0.4747846089800846,1,2.6188342303134746,13.719720224828485
chatinstant.com,chatinstant,.com,1,11,0,0,1,chat,0,2.178786659566995,0.28815988500328776,,0.75,-1.675,-0.01213294940816234,1.872202636806026,1.872055178399301,6.5016447177843695,0.33413065463872843,0,,
primechatpro.com,primechatpro,.com,1,12,0,0,1,chat,0,2.7275471133769735,0.0652404755121111,,0.75,-1.675,0.25508652318087266,1.7094875511891972,2.0449106630967684,7.728468069664125,0.36156857832283307,1,2.208456567286752,9.101657750230064
chatsimple2.com,chatsimple2,.com,1,11,0,1,1,chat,0,2.6240924636190384,0.47781626994373294,,0.75,-1.675,0.20739435777506907,1.8709905891312908,1.661312831213419,5.2662199661475375,0.302149911229151,0,,
chatservice.net,chatservice,.net,0,11,0,0,1,chat,0,1.3797344196519148,0.5249584458420286,,0.75,-1.675,-0.012300252791647665,1.8811403885692206,0.6205647412467097,1.8599781516784963,0.17284388221303357,1,0.7072703925932103,2.028446831538967
modernchathelp.co,modernchathelp,.co,0,14,0,0,1,chat,0,3.9656594785552186,0.49047299147228685,,0.75,-1.675,-0.1787886866024415,1.8521491882154477,0.5224547615427418,1.6861616984632257,0.16324465971732138,0,,
austinchat.com,austinchat,.com,1,10,0,0,1,chat,0,3.883097513288679,0.40572139954589853,,0.75,-1.675,0.36488955723237826,1.7843646500965693,1.6802926492413712,5.367126426791581,0.3049586502163726,0,,
directchatpro.net,directchatpro,.net,0,13,0,0,1,chat,0,3.33031892934879,0.31128457497726725,,0.75,-1.675,0.16210673425758745,1.8437065364801402,1.3699980857619591,3.9353431622796777,0.26095683090864,0,,
chatglobal.com,chatglobal,.com,1,10,0,0,1,chat,0,2.8842004465580637,0.5162235950927366,,0.75,-1.675,-0.4835014283856043,1.7983808222961883,0.3533592083205617,1.423842507660882,0.1477134492500427,0,,
freechatbot.com,freechatbot,.com,1,11,0,0,1,chat,0,1.4201713804235039,0.18229728733754244,,0.75,-1.675,0.07731417962848561,1.721752929900124,1.6312629565636065,5.110324762817857,0.29773313203115215,0,,
onlinechatsite24.com,onlinechatsite24,.com,1,16,0,1,1,chat,0,2.5795444313369362,0.48336839500468487,,0.75,-1.675,-0.4028586483102068,1.7416293083731875,0.5921171516177268,1.8078117782812024,0.17001541853501329,0,,
chatapp.com,chatapp,.com,1,7,0,0,1,chat,0,2.7030243887103906,0.4558314502130449,,0.75,-1.675,-0.3375987763502113,1.8562978255119427,1.3855452128354442,3.997004529028278,0.263061159997048,0,,
chatteam.com,chatteam,.com,1,8,0,0,1,chat,0,2.0516280290153666,0.0,,0.75,-1.675,-0.22816851238497293,1.7275343856461727,1.4109311479605364,4.09977112081486,0.26652055646590467,0,,
prochatsite.com,prochatsite,.com,1,11,0,0,1,chat,0,3.0138808673619235,0.4364780165425484,,0.75,-1.675,0.015705632480895692,1.7350757165218988,0.894920515720128,2.4471412724701045,0.20204598684957878,0,,
elitechatlive.com,elitechatlive,.com,1,13,0,0,1,chat,0,4.23096675441682,0.3852443912371431,,0.75,-1.675,0.13106995215694997,1.8602707567987755,1.6064590911408685,4.985128054964141,0.294115591938965,0,,
expertchatsolutions.com,expertchatsolutions,.com,1,19,0,0,1,chat,0,10.295547711107446,0.4644592577763617,,0.75,-1.675,-0.14312966123444507,1.8107031250292085,1.3839455508911191,3.990615784270184,0.26284414028879993,1,1.545443543928898,4.690051409579392
chat-prime.io,chat-prime,.io,0,10,1,0,2,chat,0,3.686755074999907,0.27471313931573493,,0.75,-1.675,-0.12781391570280706,1.8461754653750182,1.1554126853805988,3.1753335609096083,0.23304239786117187,1,1.0994020491446062,3.0023702172582487
modernchatapp.com,modernchatapp,.com,1,13,0,0,1,chat,0,3.874940215521039,0.11753989471513616,,0.75,-1.675,-0.1761352793555884,1.701678565075745,1.619751363264508,5.051834088862059,0.29605102664608945,1,1.6455306337351006,5.183759855130135
global-chat-today.com,global-chat-today,.com,1,17,1,0,3,chat,0,3.175078798748989,0.36176050845628227,,0.75,-1.675,0.36662977298066995,1.8439543605948612,1.6104979674182538,5.005303085205122,0.29470289573110076,0,,
chatsite.com,chatsite,.com,1,8,0,0,1,chat,0,1.0499444634524702,0.14947948817574858,,0.75,-1.675,-0.9985302262598786,1.7471977480871406,0.8962493273431862,2.450395223701534,0.20219599328775237,1,0.9791778404523823,2.6622665340588654
onlinechat2.io,onlinechat2,.io,0,11,0,1,1,chat,0,3.2677173228167917,0.32884957551470506,,0.75,-1.675,-0.108037093386174,1.7186492811561724,1.0391832412419448,2.826907169997859,0.2188173319899655,0,,
prochatapp.com,prochatapp,.com,1,10,0,0,1,chat,0,3.4422940563394424,0.47182190888570386,,0.75,-1.675,0.5407446783838281,1.7595724086239763,1.6741815205456847,5.334427242697517,0.30405269191960543,0,,
fastchat.com,fastchat,.com,1,8,0,0,1,chat,0,14.555155598054824,0.0,,0.75,-1.675,0.18103051759708544,1.9089651965541983,2.1121719939653367,8.26617588479255,0.3725063178727228,1,2.207252075088113,9.090701474174361
chatportal.com,chatportal,.com,1,10,0,0,1,chat,0,2.9582072353998057,0.16902787234738148,,0.75,-1.675,0.4433965341984936,1.7708436692040848,1.9223511450809867,6.837014399758132,0.34200900055609146,0,,
chat-bot.com,chat-bot,.com,1,8,1,0,2,chat,0,3.9785936612176798,0.0,,0.75,-1.675,-0.7119871008288231,1.9761112569830348,1.606051462833091,4.983096389761299,0.29405635556069853,1,1.7236596853705868,5.605003524685537
chatpro.com,chatpro,.com,1,7,0,0,1,chat,0,3.2516837469682818,0.4846539715863258,,0.75,-1.675,-0.4347872310141929,1.6350257516201483,0.24931802162723082,1.2831500376521874,0.138777927330754,0,,
direct-chat-experts.net,direct-chat-experts,.net,0,19,1,0,3,chat,0,1.6467327567892522,0.5610510558496028,,0.75,-1.675,0.17991684924026366,1.676297766481487,1.050574843945078,2.859294293745075,0.22018345480043994,0,,
chatla360.com,chatla360,.com,1,9,0,1,1,chat,0,6.590924906781671,0.11456100467395824,,0.75,-1.675,0.5427207076401838,1.9059348189716447,2.2849836164684207,9.825525245895527,0.40118946029611974,0,,
primechatlive.com,primechatlive,.com,1,13,0,0,1,chat,0,5.213022488023941,0.06387116594279846,,0.75,-1.675,-0.39943267589565473,1.9260483647324587,1.7160707410405556,5.562628459345131,0.310292866471673,1,1.8801910187144673,6.554756823835424
chatmodern.com,chatmodern,.com,1,10,0,0,1,chat,0,5.336762353345784,0.2651107375813165,,0.75,-1.675,-0.13571662394728287,1.7309234210249285,1.5603956292782155,4.760704346632705,0.2874659955803574,0,,
trustedchatlive.com,trustedchatlive,.com,1,15,0,0,1,chat,0,1.9239253019185214,0.0772247503827968,,0.75,-1.675,0.1405124496534482,1.8055114893378283,1.84548963493376,6.331199007804406,0.33000614713485527,0,,
directchathub.com,directchathub,.com,1,13,0,0,1,chat,0,7.703513985886167,0.36914276674808505,,0.75,-1.675,-0.508374438980694,1.856975193480262,0.8394246225138384,2.315034574726795,0.19585535395767728,0,,
